Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,x,y,
53,2823690000000,"[b0:e4:d5:39:26:89, 28976, 195, -73, 14:22:3b:16:5a:bd, 15335, 150, -55, cc:f4:11:8b:29:4d, 23199, 75, -56, b0:e4:d5:96:3b:95, 6343, 105, -51, 14:22:3b:2a:86:f5, 2917, 30, -38, f8:1a:2b:06:3c:0b, 10859, 60, -60]",2.82E+12,-1.247857,-0.8135597,9.5048895,-0.099571034,-0.003665192,0.07666359,19.642,13.664,43.7248,-0.9749354,0.0846627,0.13053922,0,21.588918,20.159,
54,2823690000000,"[b0:e4:d5:39:26:89, 28976, 195, -73, 14:22:3b:16:5a:bd, 15335, 150, -55, cc:f4:11:8b:29:4d, 23199, 75, -56, b0:e4:d5:96:3b:95, 6343, 105, -51, 14:22:3b:2a:86:f5, 2917, 30, -38, f8:1a:2b:06:3c:0b, 10859, 60, -60]",2.82E+12,-0.58683974,-0.36430725,9.811171,0.018020526,-0.03634648,-0.05787948,20.251999,13.3834,43.249,-0.99104464,0.03704868,0.05974225,0,21.578124,20.159,
55,2824150000000,"[b0:e4:d5:39:26:89, 28328, 360, -73, 14:22:3b:16:5a:bd, 16183, 240, -57, cc:f4:11:8b:29:4d, 23574, 45, -51, b0:e4:d5:96:3b:95, 6238, 30, -51, 14:22:3b:2a:86:f5, 2628, 105, -43, f8:1a:2b:06:3c:0b, 11824, 60, -58]",2.82E+12,-1.2795619,1.7168503,9.645468,-0.00412334,-0.0664316,-0.10934488,19.0564,14.0422,43.773598,-1.3044788,-0.17465192,0.13188931,0,21.56733,20.159,
56,2824150000000,"[b0:e4:d5:39:26:89, 28328, 360, -73, 14:22:3b:16:5a:bd, 16183, 240, -57, cc:f4:11:8b:29:4d, 23574, 45, -51, b0:e4:d5:96:3b:95, 6238, 30, -51, 14:22:3b:2a:86:f5, 2628, 105, -43, f8:1a:2b:06:3c:0b, 11824, 60, -58]",2.82E+12,-0.7615158,-0.67776704,10.076775,-0.09865474,-0.001679879,-0.013897184,19.9348,13.200399,43.858997,-0.96679777,0.06696878,0.07542802,0,21.556536,20.159,
57,2824610000000,"[b0:e4:d5:39:26:89, 28027, 165, -72, 14:22:3b:16:5a:bd, 12906, 120, -55, cc:f4:11:8b:29:4d, 23367, 60, -53, b0:e4:d5:96:3b:95, 6203, 90, -52, 14:22:3b:2a:86:f5, 5253, 180, -46, f8:1a:2b:06:3c:0b, 9710, 60, -62]",2.82E+12,-0.46301118,1.1210374,9.606585,0.09285152,-0.06734789,-0.036957346,19.6542,13.847,43.3222,-1.1836866,-0.116035774,0.048160005,0,21.545742,20.159,
58,2824610000000,"[b0:e4:d5:39:26:89, 28027, 165, -72, 14:22:3b:16:5a:bd, 12906, 120, -55, cc:f4:11:8b:29:4d, 23367, 60, -53, b0:e4:d5:96:3b:95, 6203, 90, -52, 14:22:3b:2a:86:f5, 5253, 180, -46, f8:1a:2b:06:3c:0b, 9710, 60, -62]",2.82E+12,0.17527425,0.0634098,9.713663,-0.10308351,0.09865474,0.00580322,19.361399,14.03,43.5052,-0.9337527,-0.006526743,-0.018042136,0,21.534948,20.159,
59,2824610000000,"[b0:e4:d5:39:26:89, 28027, 165, -72, 14:22:3b:16:5a:bd, 12906, 120, -55, cc:f4:11:8b:29:4d, 23367, 60, -53, b0:e4:d5:96:3b:95, 6203, 90, -52, 14:22:3b:2a:86:f5, 5253, 180, -46, f8:1a:2b:06:3c:0b, 9710, 60, -62]",2.82E+12,0.04546363,0.15194423,10.089336,0.09254608,0.106137834,-0.073303826,19.044199,13.102799,44.2006,-0.9875392,-0.015058593,-0.004506077,0,21.524154,20.159,
60,2825110000000,"[b0:e4:d5:39:26:89, 28500, 345, -72, 14:22:3b:16:5a:bd, 12539, 90, -56, cc:f4:11:8b:29:4d, 23238, 30, -53, b0:e4:d5:96:3b:95, 6527, 30, -53, 14:22:3b:2a:86:f5, 4406, 105, -49, f8:1a:2b:06:3c:0b, 11191, 75, -61]",2.83E+12,-0.35653058,1.0420742,9.18784,-0.001832596,0.008857546,0.008246681,19.0686,13.6518,43.2978,-1.1703799,-0.11285201,0.03878515,0,21.51336,20.159,
61,2825110000000,"[b0:e4:d5:39:26:89, 28500, 345, -72, 14:22:3b:16:5a:bd, 12539, 90, -56, cc:f4:11:8b:29:4d, 23238, 30, -53, b0:e4:d5:96:3b:95, 6527, 30, -53, 14:22:3b:2a:86:f5, 4406, 105, -49, f8:1a:2b:06:3c:0b, 11191, 75, -61]",2.83E+12,0.57906306,-1.7377875,9.837492,-0.07727446,0.1518,0.05131268,19.9348,13.5786,43.9444,-0.6850933,0.17454962,-0.05879503,0,21.502566,20.159,
62,2825570000000,"[b0:e4:d5:39:26:89, 27574, 330, -75, 14:22:3b:16:5a:bd, 12109, 105, -57, cc:f4:11:8b:29:4d, 23300, 105, -52, b0:e4:d5:96:3b:95, 8976, 75, -56, 14:22:3b:2a:86:f5, 2910, 30, -43, f8:1a:2b:06:3c:0b, 13937, 75, -64]",2.83E+12,0.57188463,0.79860455,9.696914,0.14126259,-0.059864793,-1.53E-04,19.8494,13.664,43.432,-1.046942,-0.08202924,-0.05890771,0,21.491772,20.159,
63,2825570000000,"[b0:e4:d5:39:26:89, 27574, 330, -75, 14:22:3b:16:5a:bd, 12109, 105, -57, cc:f4:11:8b:29:4d, 23300, 105, -52, b0:e4:d5:96:3b:95, 8976, 75, -56, 14:22:3b:2a:86:f5, 2910, 30, -43, f8:1a:2b:06:3c:0b, 13937, 75, -64]",2.83E+12,0.573081,-0.02213361,9.138788,-0.076052725,0.070554934,0.21151209,19.8494,13.5664,43.6394,-0.8956552,0.002417189,-0.06262664,0,21.480978,20.159,
64,2826030000000,"[b0:e4:d5:39:26:89, 27511, 150, -73, 14:22:3b:16:5a:bd, 12144, 120, -55, cc:f4:11:8b:29:4d, 23187, 105, -54, b0:e4:d5:96:3b:95, 6574, 120, -55, 14:22:3b:2a:86:f5, 2835, 45, -44, f8:1a:2b:06:3c:0b, 18421, 150, -64]",2.83E+12,0.58624154,0.01375873,9.927821,0.17119499,-0.094225965,-0.052839845,19.3492,13.5664,43.700397,-0.89195836,-0.001383465,-0.05898188,0,21.470184,20.159,
65,2826030000000,"[b0:e4:d5:39:26:89, 27511, 150, -73, 14:22:3b:16:5a:bd, 12144, 120, -55, cc:f4:11:8b:29:4d, 23187, 105, -54, b0:e4:d5:96:3b:95, 6574, 120, -55, 14:22:3b:2a:86:f5, 2835, 45, -44, f8:1a:2b:06:3c:0b, 18421, 150, -64]",2.83E+12,0.55692947,1.608575,9.457033,-0.047494773,0.14492778,0.039095376,19.6786,13.8348,42.822,-1.218845,-0.1681946,-0.05882257,0,21.45939,20.159,
66,2826030000000,"[b0:e4:d5:39:26:89, 27511, 150, -73, 14:22:3b:16:5a:bd, 12144, 120, -55, cc:f4:11:8b:29:4d, 23187, 105, -54, b0:e4:d5:96:3b:95, 6574, 120, -55, 14:22:3b:2a:86:f5, 2835, 45, -44, f8:1a:2b:06:3c:0b, 18421, 150, -64]",2.83E+12,-0.5174479,-1.43689,10.212567,-0.05513059,-0.007330383,-0.012675454,19.471199,12.6147995,43.0416,-0.86748666,0.13960391,0.050624467,0,21.448596,20.159,
67,2826510000000,"[b0:e4:d5:39:26:89, 29035, 390, -74, 14:22:3b:16:5a:bd, 12281, 180, -55, cc:f4:11:8b:29:4d, 23097, 60, -55, b0:e4:d5:96:3b:95, 6851, 75, -56, 14:22:3b:2a:86:f5, 2222, 195, -50, f8:1a:2b:06:3c:0b, 12332, 210, -59]",2.83E+12,-0.6358926,1.2442678,9.587442,0.09040806,-0.12095132,-0.13988814,19.3492,13.9567995,43.9932,-1.2105889,-0.12877983,0.066228576,0,21.437802,20.159,
68,2826510000000,"[b0:e4:d5:39:26:89, 29035, 390, -74, 14:22:3b:16:5a:bd, 12281, 180, -55, cc:f4:11:8b:29:4d, 23097, 60, -55, b0:e4:d5:96:3b:95, 6851, 75, -56, 14:22:3b:2a:86:f5, 2222, 195, -50, f8:1a:2b:06:3c:0b, 12332, 210, -59]",2.83E+12,-0.6257231,0.48753762,9.666406,-0.13729197,0.029168816,0.01786781,19.2516,13.664,43.9078,-1.0897814,-0.050288517,0.064641535,0,21.427008,20.159,
69,2826970000000,"[b0:e4:d5:39:26:89, 28949, 225, -73, 14:22:3b:16:5a:bd, 13390, 405, -55, cc:f4:11:8b:29:4d, 23167, 45, -54, b0:e4:d5:96:3b:95, 7121, 120, -51, 14:22:3b:2a:86:f5, 4769, 375, -41, f8:1a:2b:06:3c:0b, 11492, 150, -59]",2.83E+12,0.26081768,-0.5916254,9.711869,0.02321288,-0.024892759,0.010690142,19.5444,13.8592,43.8224,-0.83788013,0.060820706,-0.026849104,0,21.416214,20.159,
70,2826970000000,"[b0:e4:d5:39:26:89, 28949, 225, -73, 14:22:3b:16:5a:bd, 13390, 405, -55, cc:f4:11:8b:29:4d, 23167, 45, -54, b0:e4:d5:96:3b:95, 7121, 120, -51, 14:22:3b:2a:86:f5, 4769, 375, -41, f8:1a:2b:06:3c:0b, 11492, 150, -59]",2.83E+12,-1.4446666,2.2097716,9.270991,0.11636983,-0.06337727,-0.052839845,19.166199,13.6518,43.4076,-1.4108746,-0.23129632,0.15458335,0,21.40542,20.159,
71,2827420000000,"[b0:e4:d5:39:26:89, 29675, 150, -73, 14:22:3b:16:5a:bd, 13519, 255, -53, cc:f4:11:8b:29:4d, 23296, 75, -53, b0:e4:d5:96:3b:95, 7066, 255, -48, 14:22:3b:2a:86:f5, 5699, 315, -50, f8:1a:2b:06:3c:0b, 11472, 75, -59]",2.83E+12,0.14596218,-0.56470615,9.963714,-0.15515977,0.06582073,-0.032223143,19.459,13.4688,43.614998,-0.8682969,0.05660964,-0.014648328,0,21.394626,20.159,
72,2827420000000,"[b0:e4:d5:39:26:89, 29675, 150, -73, 14:22:3b:16:5a:bd, 13519, 255, -53, cc:f4:11:8b:29:4d, 23296, 75, -53, b0:e4:d5:96:3b:95, 7066, 255, -48, 14:22:3b:2a:86:f5, 5699, 315, -50, f8:1a:2b:06:3c:0b, 11472, 75, -59]",2.83E+12,0.587438,0.637089,9.5252285,0.25366178,0.03176499,0.034513887,19.3492,13.2858,43.9078,-1.0175515,-0.06665864,-0.06159379,0,21.383832,20.159,
73,2827420000000,"[b0:e4:d5:39:26:89, 29675, 150, -73, 14:22:3b:16:5a:bd, 13519, 255, -53, cc:f4:11:8b:29:4d, 23296, 75, -53, b0:e4:d5:96:3b:95, 7066, 255, -48, 14:22:3b:2a:86:f5, 5699, 315, -50, f8:1a:2b:06:3c:0b, 11472, 75, -59]",2.83E+12,-0.046061836,1.0001999,9.564112,-0.10399981,0.03848451,-0.041996986,19.5688,13.2736,43.224598,-1.1557007,-0.104198486,0.004816075,0,21.373038,20.159,
74,2827420000000,"[b0:e4:d5:39:26:89, 29675, 150, -73, 14:22:3b:16:5a:bd, 13519, 255, -53, cc:f4:11:8b:29:4d, 23296, 75, -53, b0:e4:d5:96:3b:95, 7066, 255, -48, 14:22:3b:2a:86:f5, 5699, 315, -50, f8:1a:2b:06:3c:0b, 11472, 75, -59]",2.83E+12,0.4755735,-1.9393828,9.756136,0.022907447,0.040011674,0.06963864,19.3492,12.627,43.8346,-0.683802,0.19600114,-0.048707537,0,21.362244,20.159,
75,2828170000000,"[14:22:3b:16:5a:bd, 13234, 285, -51, cc:f4:11:8b:29:4d, 25500, 0, -56, b0:e4:d5:96:3b:95, 10234, 150, -45, 14:22:3b:2a:86:f5, 3750, 195, -38]",2.83E+12,0.64247286,1.6420746,9.523434,0.124005646,-0.04596761,0.04886922,19.3736,13.0906,43.224598,-1.2548244,-0.17036597,-0.06736025,0,21.35145,20.159,
76,2828170000000,"[14:22:3b:16:5a:bd, 13234, 285, -51, cc:f4:11:8b:29:4d, 25500, 0, -56, b0:e4:d5:96:3b:95, 10234, 150, -45, 14:22:3b:2a:86:f5, 3750, 195, -38]",2.83E+12,-0.9834501,-1.7108682,9.502497,-0.2003638,0.119729586,0.25060746,19.2638,13.1882,43.5174,-0.8622013,0.17720896,0.10312672,0,21.340656,20.159,
77,2828640000000,"[b0:e4:d5:39:26:89, 29339, 30, -68, 14:22:3b:16:5a:bd, 12777, 75, -52, cc:f4:11:8b:29:4d, 22882, 30, -55, b0:e4:d5:96:3b:95, 8625, 330, -48, 14:22:3b:2a:86:f5, 3468, 225, -42, f8:1a:2b:06:3c:0b, 16691, 315, -52]",2.83E+12,-0.6197411,0.97926265,10.109675,0.20295998,-0.14782938,0.024281893,19.154,12.809999,43.614998,-1.1919034,-0.09638286,0.06122516,0,21.329862,20.159,
78,2828640000000,"[b0:e4:d5:39:26:89, 29339, 30, -68, 14:22:3b:16:5a:bd, 12777, 75, -52, cc:f4:11:8b:29:4d, 22882, 30, -55, b0:e4:d5:96:3b:95, 8625, 330, -48, 14:22:3b:2a:86:f5, 3468, 225, -42, f8:1a:2b:06:3c:0b, 16691, 315, -52]",2.83E+12,-0.06819545,0.06699903,9.461221,-0.18493946,0.07162395,-0.053145275,18.788,12.8832,42.7976,-0.9882467,-0.007081134,0.007207766,0,21.319068,20.159,
79,2828640000000,"[b0:e4:d5:39:26:89, 29339, 30, -68, 14:22:3b:16:5a:bd, 12777, 75, -52, cc:f4:11:8b:29:4d, 22882, 30, -55, b0:e4:d5:96:3b:95, 8625, 330, -48, 14:22:3b:2a:86:f5, 3468, 225, -42, f8:1a:2b:06:3c:0b, 16691, 315, -52]",2.83E+12,-1.0552348,-1.1210374,10.412368,0.0355829,-0.030695979,-0.003970624,18.970999,12.7002,43.3222,-0.93887705,0.10670848,0.10099953,0,21.308274,20.159,
80,2829110000000,"[b0:e4:d5:39:26:89, 29398, 375, -69, 14:22:3b:16:5a:bd, 12617, 45, -53, cc:f4:11:8b:29:4d, 22984, 30, -53, b0:e4:d5:96:3b:95, 7246, 90, -51, 14:22:3b:2a:86:f5, 3656, 135, -44, f8:1a:2b:06:3c:0b, 13882, 195, -62]",2.83E+12,0.19501504,2.0985055,9.462418,0.0777326,-0.052687127,-0.071318515,18.361,13.3712,44.0664,-1.3764064,-0.21819562,-0.020606514,0,21.29748,20.159,
81,2829110000000,"[b0:e4:d5:39:26:89, 29398, 375, -69, 14:22:3b:16:5a:bd, 12617, 45, -53, cc:f4:11:8b:29:4d, 22984, 30, -53, b0:e4:d5:96:3b:95, 7246, 90, -51, 14:22:3b:2a:86:f5, 3656, 135, -44, f8:1a:2b:06:3c:0b, 13882, 195, -62]",2.83E+12,0.19082761,-0.8751749,9.882358,-0.2603813,0.042760566,-0.027641652,18.6782,13.0784,43.2978,-0.8130872,0.08831251,-0.019307528,0,21.286686,20.159,
82,2829570000000,"[b0:e4:d5:39:26:89, 28710, 285, -70, 14:22:3b:16:5a:bd, 12738, 30, -52, cc:f4:11:8b:29:4d, 22640, 75, -58, b0:e4:d5:96:3b:95, 7437, 120, -53, 14:22:3b:2a:86:f5, 3757, 150, -43, f8:1a:2b:06:3c:0b, 13632, 195, -63]",2.83E+12,-0.78364944,0.45224348,9.979865,0.13133603,-0.0693332,-0.03573562,18.3976,12.8832,43.0904,-1.1020344,-0.04514583,0.07836226,0,21.275892,20.159,
83,2829570000000,"[b0:e4:d5:39:26:89, 28710, 285, -70, 14:22:3b:16:5a:bd, 12738, 30, -52, cc:f4:11:8b:29:4d, 22640, 75, -58, b0:e4:d5:96:3b:95, 7437, 120, -53, 14:22:3b:2a:86:f5, 3757, 150, -43, f8:1a:2b:06:3c:0b, 13632, 195, -63]",2.83E+12,-0.5820541,1.8681962,9.180662,-0.03268129,-0.04642576,-0.07269296,18.6782,13.176,43.493,-1.3630686,-0.20035994,0.06331527,0,21.265098,20.159,
84,2830020000000,"[b0:e4:d5:39:26:89, 28648, 210, -74, 14:22:3b:16:5a:bd, 12613, 90, -51, cc:f4:11:8b:29:4d, 22753, 75, -54, b0:e4:d5:96:3b:95, 8027, 75, -54, 14:22:3b:2a:86:f5, 3250, 120, -42, f8:1a:2b:06:3c:0b, 15386, 180, -65]",2.83E+12,0.10229317,-1.2065809,10.052248,-0.08582657,-0.032375857,0.04352415,18.4952,12.968599,42.7732,-0.78715634,0.11945332,-0.010175797,0,21.254304,20.159,
85,2830020000000,"[b0:e4:d5:39:26:89, 28648, 210, -74, 14:22:3b:16:5a:bd, 12613, 90, -51, cc:f4:11:8b:29:4d, 22753, 75, -54, b0:e4:d5:96:3b:95, 8027, 75, -54, 14:22:3b:2a:86:f5, 3250, 120, -42, f8:1a:2b:06:3c:0b, 15386, 180, -65]",2.83E+12,1.4626129,1.9639091,9.868001,0.27091873,0.17272215,0.01038471,18.6782,12.9808,43.2978,-1.2571099,-0.19438148,-0.14714646,0,21.24351,20.159,
86,2830490000000,"[b0:e4:d5:39:26:89, 32417, 150, -76, 14:22:3b:16:5a:bd, 12468, 60, -51, cc:f4:11:8b:29:4d, 22808, 75, -54, b0:e4:d5:96:3b:95, 8246, 45, -55, 14:22:3b:2a:86:f5, 3980, 90, -41, f8:1a:2b:06:3c:0b, 9445, 180, -64]",2.83E+12,0.7286145,-0.5940182,10.249656,-0.028710667,-0.034208454,0.044898596,18.0926,13.4566,43.3588,-0.7521055,0.057744797,-0.070967354,0,21.232716,20.159,
87,2830490000000,"[b0:e4:d5:39:26:89, 32417, 150, -76, 14:22:3b:16:5a:bd, 12468, 60, -51, cc:f4:11:8b:29:4d, 22808, 75, -54, b0:e4:d5:96:3b:95, 8246, 45, -55, 14:22:3b:2a:86:f5, 3980, 90, -41, f8:1a:2b:06:3c:0b, 9445, 180, -64]",2.83E+12,0.35712877,2.1948166,9.519845,0.16447547,-0.012522738,0.008552114,18.5928,12.7002,43.0904,-1.421474,-0.22643843,-0.037496552,0,21.221922,20.159,
88,2830950000000,"[b0:e4:d5:39:26:89, 27640, 180, -75, 14:22:3b:16:5a:bd, 12507, 75, -52, cc:f4:11:8b:29:4d, 22714, 75, -53, b0:e4:d5:96:3b:95, 7527, 60, -52, 14:22:3b:2a:86:f5, 3847, 45, -39, f8:1a:2b:06:3c:0b, 10437, 285, -61]",2.83E+12,0.61076796,0.6939186,9.796814,0.05757405,-0.015424348,-0.057726767,18.385399,13.261399,43.1758,-0.99766684,-0.070576385,-0.062262945,0,21.211128,20.159,
89,2830950000000,"[b0:e4:d5:39:26:89, 27640, 180, -75, 14:22:3b:16:5a:bd, 12507, 75, -52, cc:f4:11:8b:29:4d, 22714, 75, -53, b0:e4:d5:96:3b:95, 7527, 60, -52, 14:22:3b:2a:86:f5, 3847, 45, -39, f8:1a:2b:06:3c:0b, 10437, 285, -61]",2.83E+12,0.5240282,0.8913264,9.19801,-0.06536258,0.034972034,-0.002748894,17.6168,13.2492,42.7366,-1.0358329,-0.09644721,-0.05691038,0,21.200334,20.159,
90,2830950000000,"[b0:e4:d5:39:26:89, 27640, 180, -75, 14:22:3b:16:5a:bd, 12507, 75, -52, cc:f4:11:8b:29:4d, 22714, 75, -53, b0:e4:d5:96:3b:95, 7527, 60, -52, 14:22:3b:2a:86:f5, 3847, 45, -39, f8:1a:2b:06:3c:0b, 10437, 285, -61]",2.83E+12,-0.049052864,-0.03589234,10.240683,0.013133603,4.58E-04,0.00702495,18.385399,12.7002,43.383198,-0.9659867,0.003504823,0.004789963,0,21.18954,20.159,
91,2831440000000,"[b0:e4:d5:39:26:89, 27375, 360, -73, 14:22:3b:16:5a:bd, 12496, 105, -51, cc:f4:11:8b:29:4d, 22652, 90, -54, b0:e4:d5:96:3b:95, 6433, 135, -54, 14:22:3b:2a:86:f5, 2535, 60, -45, f8:1a:2b:06:3c:0b, 9996, 150, -61]",2.83E+12,-0.47198427,1.7766708,9.603594,0.14553864,0.029932396,-0.013439035,18.788,12.8832,42.9074,-1.3334314,-0.18271673,0.04910712,0,21.178746,20.159,
92,2831440000000,"[b0:e4:d5:39:26:89, 27375, 360, -73, 14:22:3b:16:5a:bd, 12496, 105, -51, cc:f4:11:8b:29:4d, 22652, 90, -54, b0:e4:d5:96:3b:95, 6433, 135, -54, 14:22:3b:2a:86:f5, 2535, 60, -45, f8:1a:2b:06:3c:0b, 9996, 150, -61]",2.83E+12,-0.38464624,-0.5832505,9.910473,-0.026725354,0.013439035,-0.002748894,18.117,13.054,42.6634,-0.90580326,0.058740005,0.03879263,0,21.167952,20.159,
93,2831900000000,"[b0:e4:d5:39:26:89, 27019, 225, -69, 14:22:3b:16:5a:bd, 12386, 90, -51, cc:f4:11:8b:29:4d, 22562, 90, -54, b0:e4:d5:96:3b:95, 5941, 75, -50, 14:22:3b:2a:86:f5, 2714, 105, -41, f8:1a:2b:06:3c:0b, 12707, 120, -60]",2.83E+12,0.18723837,-1.0331012,9.9960165,0.0571159,0.005497787,0.17608191,18.0072,12.4074,42.9806,-0.7973335,0.10296771,-0.018729107,0,21.157158,20.159,
94,2831900000000,"[b0:e4:d5:39:26:89, 27019, 225, -69, 14:22:3b:16:5a:bd, 12386, 90, -51, cc:f4:11:8b:29:4d, 22562, 90, -54, b0:e4:d5:96:3b:95, 5941, 75, -50, 14:22:3b:2a:86:f5, 2714, 105, -41, f8:1a:2b:06:3c:0b, 12707, 120, -60]",2.83E+12,-0.2105684,0.6448657,9.471989,0.110872045,-0.10293079,0.043829583,17.994999,12.8832,43.3588,-1.0879284,-0.06795971,0.022226984,0,21.146364,20.159,
95,2832360000000,"[b0:e4:d5:39:26:89, 26695, 135, -66, 14:22:3b:16:5a:bd, 12414, 60, -51, cc:f4:11:8b:29:4d, 22660, 90, -54, b0:e4:d5:96:3b:95, 5449, 90, -53, 14:22:3b:2a:86:f5, 2515, 30, -40, f8:1a:2b:06:3c:0b, 13261, 90, -64]",2.83E+12,0.212363,-1.1509477,9.543773,-0.12935072,0.10949759,-0.016187929,17.629,12.578199,42.455997,-0.7581341,0.11998772,-0.022247802,0,21.13557,20.159,
96,2832360000000,"[b0:e4:d5:39:26:89, 26695, 135, -66, 14:22:3b:16:5a:bd, 12414, 60, -51, cc:f4:11:8b:29:4d, 22660, 90, -54, b0:e4:d5:96:3b:95, 5449, 90, -53, 14:22:3b:2a:86:f5, 2515, 30, -40, f8:1a:2b:06:3c:0b, 13261, 90, -64]",2.83E+12,-0.33140594,-1.3627125,9.946365,0.064599,-0.05390886,0.064599,17.629,12.2,42.370598,-0.82011914,0.1360838,0.033306975,0,21.124776,20.159,
97,2832360000000,"[b0:e4:d5:39:26:89, 26695, 135, -66, 14:22:3b:16:5a:bd, 12414, 60, -51, cc:f4:11:8b:29:4d, 22660, 90, -54, b0:e4:d5:96:3b:95, 5449, 90, -53, 14:22:3b:2a:86:f5, 2515, 30, -40, f8:1a:2b:06:3c:0b, 13261, 90, -64]",2.83E+12,0.60358953,1.7670995,9.324232,0.043829583,-0.043676864,-0.16432275,18.2024,12.7856,42.7732,-1.2917637,-0.1869135,-0.06464324,0,21.113982,20.159,
98,2832830000000,"[b0:e4:d5:39:26:89, 26835, 90, -66, 14:22:3b:16:5a:bd, 12433, 90, -51, cc:f4:11:8b:29:4d, 22796, 45, -54, b0:e4:d5:96:3b:95, 5433, 30, -53, 14:22:3b:2a:86:f5, 2703, 75, -42, f8:1a:2b:06:3c:0b, 12343, 195, -62]",2.83E+12,-0.75613195,0.75673014,9.020343,-0.09682214,-0.034972034,0.060628377,17.1288,12.870999,42.9318,-1.1444614,-0.08340438,0.083629675,0,21.103188,20.159,
99,2832830000000,"[b0:e4:d5:39:26:89, 26835, 90, -66, 14:22:3b:16:5a:bd, 12433, 90, -51, cc:f4:11:8b:29:4d, 22796, 45, -54, b0:e4:d5:96:3b:95, 5433, 30, -53, 14:22:3b:2a:86:f5, 2703, 75, -42, f8:1a:2b:06:3c:0b, 12343, 195, -62]",2.83E+12,-0.32662028,-0.6550352,10.143773,-0.037873644,-0.015271631,-0.055436023,17.604599,12.5904,43.1636,-0.8922538,0.06445226,0.03218797,0,21.092394,20.159,
100,2833290000000,"[b0:e4:d5:39:26:89, 26230, 30, -67, 14:22:3b:16:5a:bd, 12128, 90, -52, cc:f4:11:8b:29:4d, 22839, 90, -54, b0:e4:d5:96:3b:95, 5085, 105, -51, 14:22:3b:2a:86:f5, 3253, 75, -36, f8:1a:2b:06:3c:0b, 15726, 240, -66]",2.83E+12,0.5479564,-0.6430711,10.116256,0.059101213,-0.1947133,-0.053297993,16.945799,12.7612,42.3218,-0.7575427,0.06339,-0.05411305,0,21.0816,20.159,
101,2833290000000,"[b0:e4:d5:39:26:89, 26230, 30, -67, 14:22:3b:16:5a:bd, 12128, 90, -52, cc:f4:11:8b:29:4d, 22839, 90, -54, b0:e4:d5:96:3b:95, 5085, 105, -51, 14:22:3b:2a:86:f5, 3253, 75, -36, f8:1a:2b:06:3c:0b, 15726, 240, -66]",2.83E+12,0.4546363,1.1904292,9.65504,0.003359759,-0.017715093,0.004581489,17.0312,12.870999,42.9318,-1.11046,-0.12254258,-0.04705322,0,21.070806,20.159,
102,2833750000000,"[b0:e4:d5:39:26:89, 26078, 105, -67, 14:22:3b:16:5a:bd, 12144, 120, -53, cc:f4:11:8b:29:4d, 22812, 60, -54, b0:e4:d5:96:3b:95, 5464, 75, -50, 14:22:3b:2a:86:f5, 3460, 105, -37, f8:1a:2b:06:3c:0b, 10980, 105, -59]",2.83E+12,1.2957134,-1.625923,9.538987,-0.15989397,0.077121735,0.041233405,17.324,12.1024,42.6634,-0.5330436,0.16732013,-0.13500716,0,21.060012,20.159,
103,2833750000000,"[b0:e4:d5:39:26:89, 26078, 105, -67, 14:22:3b:16:5a:bd, 12144, 120, -53, cc:f4:11:8b:29:4d, 22812, 60, -54, b0:e4:d5:96:3b:95, 5464, 75, -50, 14:22:3b:2a:86:f5, 3460, 105, -37, f8:1a:2b:06:3c:0b, 10980, 105, -59]",2.83E+12,0.4139583,0.15194423,9.623933,0.105374254,-0.081855945,-0.023518313,17.2142,12.2122,43.1392,-0.92683935,-0.01577227,-0.042986926,0,21.049218,20.159,
104,2834210000000,"[b0:e4:d5:39:26:89, 26144, 90, -67, 14:22:3b:16:5a:bd, 12343, 75, -51, cc:f4:11:8b:29:4d, 22734, 30, -54, b0:e4:d5:96:3b:95, 5785, 30, -47, 14:22:3b:2a:86:f5, 3675, 75, -38, f8:1a:2b:06:3c:0b, 9246, 75, -60]",2.83E+12,0.9661021,1.238884,9.290133,-0.053450707,0.062308256,-0.0711658,16.836,12.578199,42.9074,-1.0767726,-0.13186978,-0.10361982,0,21.038424,20.159,
105,2834210000000,"[b0:e4:d5:39:26:89, 26144, 90, -67, 14:22:3b:16:5a:bd, 12343, 75, -51, cc:f4:11:8b:29:4d, 22734, 30, -54, b0:e4:d5:96:3b:95, 5785, 30, -47, 14:22:3b:2a:86:f5, 3675, 75, -38, f8:1a:2b:06:3c:0b, 9246, 75, -60]",2.83E+12,1.1108679,-1.1790633,10.124631,-0.023823744,-0.041080687,0.010537425,16.958,11.8949995,42.029,-0.6299921,0.115247294,-0.10928221,0,21.02763,20.159,
106,2834210000000,"[b0:e4:d5:39:26:89, 26144, 90, -67, 14:22:3b:16:5a:bd, 12343, 75, -51, cc:f4:11:8b:29:4d, 22734, 30, -54, b0:e4:d5:96:3b:95, 5785, 30, -47, 14:22:3b:2a:86:f5, 3675, 75, -38, f8:1a:2b:06:3c:0b, 9246, 75, -60]",2.83E+12,-0.01375873,1.8957137,9.485747,0.10399981,-0.06352998,-0.03940081,17.336199,12.285399,42.2486,-1.3572592,-0.19724981,0.001450463,0,21.016836,20.159,
